learner_id,previous_performance,learning_style,learning_goal,engagement_time,completion_rate,preferred_pacing,content_interaction,prev_course,course_id,module_id,content_type,assessment_score,feedback_rating,content_difficulty,recommended_courses
6294,2,auditory,Master topic,135,0.67,Moderate,45,11,8,804,Text,5,Excellent,Hard,11
6295,54,auditory,Gain certification,199,0.83,Slow,48,3,12,836,Quiz,42,Poor,Intermediate,5
6296,24,kinesthetic,Gain certification,127,0.36,Moderate,28,6,10,720,Video,6,Poor,Easy,7
6297,88,visual,Complete course,192,0.56,Fast,19,5,5,447,Quiz,25,Poor,Easy,16
6298,37,auditory,Gain certification,251,0.64,Fast,1,15,8,903,Video,86,Good,Hard,6
6299,42,auditory,Master topic,47,0.66,Slow,20,13,17,631,Quiz,19,Average,Intermediate,11
6300,96,visual,Complete course,80,0.58,Fast,36,6,17,356,Video,7,Average,Hard,3
6301,96,auditory,Complete course,167,0.63,Moderate,45,14,4,195,Quiz,40,Average,Easy,15
6302,65,kinesthetic,Complete course,72,0.75,Slow,10,14,1,794,Video,0,Poor,Hard,11
6303,3,visual,Master topic,218,0.47,Fast,31,6,1,7,Text,4,Excellent,Intermediate,18
6304,24,kinesthetic,Master topic,216,0.71,Slow,32,6,5,444,Text,35,Excellent,Intermediate,1
6305,98,auditory,Gain certification,167,0.44,Fast,23,11,12,584,Video,79,Poor,Hard,7
6306,85,visual,Gain certification,234,0.54,Fast,15,13,16,540,Quiz,31,Average,Intermediate,18
6307,11,auditory,Complete course,60,0.29,Moderate,26,8,3,199,Text,68,Average,Easy,7
6308,47,kinesthetic,Complete course,62,0.59,Fast,9,12,11,385,Video,62,Poor,Intermediate,6
6309,56,kinesthetic,Master topic,34,0.55,Fast,32,4,17,611,Video,50,Good,Hard,2
6310,1,visual,Master topic,91,0.5,Fast,43,15,5,89,Video,79,Poor,Intermediate,9
6311,60,auditory,Complete course,157,0.63,Slow,20,15,13,780,Text,9,Excellent,Intermediate,2
6312,98,visual,Gain certification,187,0.81,Slow,48,15,15,692,Text,98,Poor,Easy,3
6313,27,visual,Complete course,198,0.76,Slow,46,10,4,40,Video,36,Excellent,Hard,19
6314,75,auditory,Complete course,161,0.43,Slow,14,5,14,908,Quiz,24,Poor,Easy,16
6315,50,auditory,Master topic,90,0.27,Moderate,15,14,10,770,Video,89,Good,Hard,13
6316,88,kinesthetic,Master topic,286,0.58,Slow,42,11,1,829,Quiz,24,Excellent,Hard,8
6317,98,auditory,Gain certification,242,0.98,Moderate,11,1,9,912,Quiz,62,Excellent,Intermediate,17
6318,27,kinesthetic,Master topic,193,0.21,Moderate,40,5,6,187,Video,40,Good,Hard,13
6319,48,kinesthetic,Gain certification,95,0.32,Slow,31,7,4,601,Quiz,19,Good,Hard,16
6320,77,auditory,Master topic,35,0.27,Slow,36,15,8,178,Quiz,1,Average,Intermediate,18
6321,53,kinesthetic,Gain certification,126,1.0,Moderate,24,15,8,740,Quiz,87,Good,Intermediate,15
6322,47,visual,Gain certification,256,0.96,Moderate,49,20,13,935,Text,55,Excellent,Intermediate,4
6323,77,visual,Master topic,257,0.41,Fast,33,14,9,253,Video,5,Excellent,Easy,1
6324,23,kinesthetic,Master topic,59,0.43,Fast,15,12,14,561,Quiz,17,Excellent,Hard,7
6325,23,auditory,Complete course,80,0.36,Moderate,17,1,11,315,Video,72,Good,Hard,10
6326,93,kinesthetic,Gain certification,75,0.61,Moderate,17,16,7,657,Text,59,Excellent,Intermediate,18
6327,30,auditory,Master topic,115,0.67,Moderate,38,18,19,243,Quiz,74,Poor,Intermediate,11
6328,8,auditory,Gain certification,80,0.8,Slow,45,7,1,988,Text,75,Average,Easy,15
6329,59,visual,Gain certification,261,0.93,Moderate,33,13,15,395,Quiz,32,Good,Intermediate,15
6330,47,kinesthetic,Gain certification,293,0.95,Moderate,32,4,11,321,Quiz,30,Good,Easy,2
6331,13,visual,Complete course,255,0.41,Moderate,30,7,1,549,Quiz,63,Excellent,Easy,6
6332,17,visual,Complete course,55,0.9,Moderate,42,6,10,257,Text,23,Average,Easy,12
6333,60,kinesthetic,Master topic,287,0.55,Moderate,6,2,4,56,Quiz,53,Excellent,Easy,16
6334,86,auditory,Gain certification,226,0.44,Moderate,19,1,3,313,Quiz,68,Good,Intermediate,18
6335,7,visual,Gain certification,85,0.6,Fast,48,5,4,191,Quiz,36,Poor,Easy,20
6336,47,auditory,Gain certification,84,0.99,Slow,10,1,4,967,Video,47,Average,Hard,20
6337,50,auditory,Master topic,262,0.73,Fast,30,5,16,291,Text,79,Poor,Intermediate,12
6338,58,kinesthetic,Complete course,68,0.63,Fast,36,2,6,307,Video,23,Good,Intermediate,11
6339,36,auditory,Complete course,156,0.22,Moderate,36,9,2,927,Video,25,Good,Easy,1
6340,59,auditory,Master topic,82,0.5,Fast,20,2,3,570,Quiz,11,Average,Hard,18
6341,50,visual,Complete course,246,0.35,Slow,28,12,2,701,Video,39,Average,Hard,17
6342,37,kinesthetic,Master topic,125,0.72,Moderate,9,16,11,734,Text,23,Good,Intermediate,14
6343,10,auditory,Complete course,136,0.87,Slow,46,16,17,380,Text,57,Average,Easy,8
6344,68,kinesthetic,Gain certification,98,0.69,Moderate,8,2,11,847,Quiz,88,Good,Hard,2
6345,51,visual,Gain certification,228,0.6,Moderate,42,3,16,202,Text,14,Good,Hard,5
6346,7,visual,Gain certification,220,0.99,Slow,26,7,16,741,Quiz,8,Poor,Easy,11
6347,92,visual,Gain certification,51,0.75,Slow,33,16,19,309,Text,60,Good,Intermediate,6
6348,42,visual,Complete course,202,0.84,Fast,20,6,4,111,Text,81,Average,Easy,5
6349,63,visual,Complete course,119,0.62,Fast,29,20,19,159,Quiz,46,Average,Intermediate,19
6350,16,auditory,Complete course,181,0.32,Moderate,40,13,6,82,Quiz,10,Excellent,Hard,17
6351,50,visual,Master topic,277,0.92,Moderate,39,15,4,429,Quiz,96,Excellent,Intermediate,17
6352,7,auditory,Gain certification,212,0.27,Fast,45,16,11,338,Video,70,Poor,Hard,10
6353,98,kinesthetic,Gain certification,83,0.47,Slow,21,14,3,483,Quiz,46,Good,Easy,1
6354,6,visual,Gain certification,166,0.83,Slow,36,14,19,984,Text,0,Good,Intermediate,13
6355,83,visual,Master topic,284,0.54,Moderate,35,4,15,760,Text,91,Average,Hard,13
6356,53,auditory,Complete course,82,0.6,Fast,35,2,12,943,Quiz,9,Good,Easy,10
6357,92,visual,Complete course,59,0.48,Fast,35,3,12,379,Text,28,Average,Easy,5
6358,80,visual,Gain certification,267,0.46,Moderate,10,6,14,67,Video,58,Excellent,Hard,4
6359,35,visual,Complete course,252,0.59,Fast,26,17,15,900,Video,75,Average,Intermediate,9
6360,45,visual,Gain certification,76,0.81,Fast,47,9,13,278,Quiz,47,Poor,Easy,5
6361,60,visual,Complete course,94,0.67,Slow,10,3,7,867,Text,3,Excellent,Easy,1
6362,76,visual,Master topic,269,0.35,Fast,41,13,14,471,Text,86,Poor,Intermediate,12
6363,51,visual,Gain certification,226,0.24,Slow,40,11,13,266,Video,59,Poor,Intermediate,6
6364,71,kinesthetic,Master topic,211,0.96,Slow,29,9,5,408,Video,43,Poor,Easy,11
6365,91,visual,Complete course,132,0.59,Moderate,32,16,14,498,Text,42,Average,Easy,8
6366,60,visual,Master topic,212,0.21,Moderate,34,17,5,961,Quiz,97,Good,Hard,17
6367,18,auditory,Master topic,270,0.68,Slow,1,5,11,142,Quiz,79,Average,Intermediate,6
6368,0,visual,Gain certification,284,0.56,Moderate,17,12,10,733,Text,1,Average,Hard,20
6369,70,visual,Gain certification,46,0.78,Fast,24,5,14,255,Text,48,Poor,Easy,10
6370,4,visual,Gain certification,38,0.68,Fast,22,8,13,732,Text,78,Good,Easy,17
6371,85,visual,Master topic,128,0.88,Fast,22,6,8,903,Text,32,Excellent,Hard,20
6372,4,kinesthetic,Master topic,211,0.58,Moderate,28,10,6,125,Quiz,63,Good,Easy,20
6373,8,kinesthetic,Complete course,53,0.42,Moderate,32,19,2,589,Text,85,Poor,Hard,14
6374,92,visual,Gain certification,126,0.93,Fast,35,1,9,461,Text,43,Excellent,Intermediate,13
6375,94,auditory,Master topic,59,0.52,Fast,40,16,4,224,Video,74,Average,Easy,10
6376,17,kinesthetic,Complete course,30,0.69,Fast,17,4,18,907,Video,37,Excellent,Easy,8
6377,9,auditory,Master topic,281,0.64,Slow,16,4,5,936,Video,80,Excellent,Easy,19
6378,46,auditory,Master topic,76,0.23,Slow,32,19,12,542,Text,98,Excellent,Easy,17
6379,10,auditory,Master topic,166,0.39,Slow,33,16,19,874,Quiz,70,Good,Hard,16
6380,74,visual,Master topic,103,0.7,Slow,46,10,5,662,Text,2,Good,Intermediate,13
6381,48,kinesthetic,Gain certification,73,0.84,Fast,49,12,12,815,Video,63,Poor,Easy,2
6382,5,kinesthetic,Gain certification,192,0.73,Slow,28,6,2,887,Quiz,76,Average,Hard,9
6383,55,kinesthetic,Complete course,247,0.35,Moderate,37,13,2,370,Quiz,35,Poor,Hard,9
6384,7,kinesthetic,Master topic,99,0.82,Slow,31,15,9,870,Video,46,Excellent,Hard,11
6385,60,auditory,Master topic,59,0.25,Moderate,13,4,14,278,Quiz,10,Poor,Hard,14
6386,16,visual,Gain certification,184,0.64,Slow,43,20,14,380,Quiz,28,Good,Intermediate,1
6387,85,visual,Master topic,63,0.25,Slow,4,18,7,471,Quiz,7,Average,Easy,12
6388,91,visual,Complete course,164,0.71,Fast,43,5,14,648,Text,4,Good,Hard,11
6389,40,auditory,Gain certification,293,0.39,Fast,2,18,6,22,Video,37,Average,Intermediate,13
6390,66,kinesthetic,Gain certification,111,0.82,Moderate,25,4,12,407,Quiz,93,Average,Intermediate,9
6391,95,auditory,Master topic,266,0.86,Moderate,31,16,14,253,Text,54,Excellent,Hard,5
6392,88,visual,Gain certification,49,0.82,Fast,4,10,4,332,Video,26,Average,Hard,4
6393,93,kinesthetic,Complete course,274,0.63,Fast,48,10,2,282,Quiz,83,Poor,Hard,2
6394,17,auditory,Master topic,278,0.86,Slow,8,18,5,141,Quiz,61,Excellent,Hard,8
6395,99,auditory,Master topic,59,0.56,Moderate,7,6,6,227,Video,76,Average,Easy,14
6396,13,kinesthetic,Gain certification,217,0.93,Slow,48,12,13,337,Video,81,Good,Hard,8
6397,65,auditory,Gain certification,208,0.64,Moderate,6,16,7,578,Video,91,Average,Intermediate,4
6398,7,kinesthetic,Gain certification,212,0.66,Fast,7,7,8,544,Quiz,35,Excellent,Intermediate,6
6399,70,kinesthetic,Master topic,174,0.38,Moderate,18,20,19,457,Text,6,Average,Intermediate,16
6400,87,visual,Master topic,129,0.87,Moderate,11,17,7,719,Quiz,6,Excellent,Intermediate,13
6401,99,auditory,Complete course,82,0.27,Fast,7,16,4,835,Video,27,Poor,Easy,2
6402,72,visual,Gain certification,297,0.69,Moderate,6,19,16,334,Quiz,98,Excellent,Hard,8
6403,78,kinesthetic,Complete course,119,0.73,Fast,36,16,19,839,Video,5,Good,Hard,17
6404,31,kinesthetic,Gain certification,178,0.48,Fast,30,16,9,82,Video,7,Good,Intermediate,18
6405,22,visual,Master topic,139,0.24,Moderate,12,13,19,401,Quiz,45,Excellent,Easy,12
6406,0,auditory,Gain certification,280,0.32,Fast,43,20,10,394,Text,90,Average,Easy,2
6407,90,auditory,Master topic,193,0.97,Fast,28,8,13,186,Text,12,Poor,Intermediate,20
6408,71,visual,Complete course,269,0.98,Slow,48,6,15,639,Quiz,40,Good,Easy,11
6409,91,auditory,Complete course,141,0.65,Moderate,18,1,15,722,Video,8,Average,Easy,13
6410,29,visual,Complete course,83,0.49,Fast,2,19,16,44,Video,21,Average,Easy,19
6411,64,visual,Complete course,279,0.65,Slow,43,7,7,807,Text,89,Excellent,Easy,10
6412,70,visual,Complete course,185,0.78,Moderate,14,19,18,32,Video,52,Average,Easy,6
6413,17,visual,Master topic,189,0.26,Moderate,21,8,11,172,Quiz,35,Average,Easy,17
6414,13,auditory,Master topic,233,0.48,Moderate,45,2,1,278,Quiz,62,Good,Hard,4
6415,88,auditory,Master topic,56,0.81,Slow,2,7,13,993,Video,3,Average,Hard,11
6416,61,visual,Gain certification,141,0.33,Slow,15,5,12,995,Quiz,87,Poor,Hard,10
6417,55,visual,Master topic,201,0.76,Fast,40,12,8,69,Quiz,71,Good,Hard,7
6418,13,visual,Master topic,112,0.51,Fast,14,15,1,317,Quiz,55,Excellent,Easy,2
6419,85,auditory,Master topic,63,0.21,Fast,3,9,14,545,Text,60,Excellent,Intermediate,4
6420,82,visual,Master topic,282,0.82,Fast,8,16,15,14,Quiz,76,Good,Intermediate,19
6421,2,auditory,Complete course,61,0.27,Fast,32,7,10,426,Text,22,Excellent,Intermediate,4
6422,89,kinesthetic,Complete course,115,0.94,Slow,41,2,15,121,Quiz,52,Excellent,Intermediate,2
6423,3,auditory,Master topic,276,0.86,Slow,40,12,10,296,Text,83,Average,Easy,3
6424,2,auditory,Gain certification,116,0.36,Fast,6,3,7,900,Text,13,Excellent,Easy,19
6425,62,visual,Complete course,279,0.69,Fast,13,16,7,235,Text,49,Excellent,Intermediate,17
6426,59,auditory,Complete course,223,0.7,Moderate,3,10,1,958,Quiz,47,Poor,Intermediate,7
6427,92,auditory,Complete course,181,0.75,Moderate,28,10,7,661,Text,18,Excellent,Easy,19
6428,77,auditory,Complete course,150,0.42,Slow,7,13,15,512,Text,33,Average,Hard,9
6429,74,kinesthetic,Master topic,242,0.52,Fast,38,20,16,791,Video,75,Excellent,Easy,2
6430,99,visual,Gain certification,196,0.61,Fast,18,5,4,28,Quiz,13,Excellent,Hard,19
6431,54,visual,Complete course,207,0.57,Fast,1,4,5,220,Video,35,Good,Easy,3
6432,82,kinesthetic,Master topic,156,0.2,Fast,40,10,1,149,Video,68,Excellent,Easy,7
6433,43,kinesthetic,Gain certification,215,0.3,Moderate,49,8,1,922,Text,43,Poor,Intermediate,4
6434,73,kinesthetic,Gain certification,254,0.55,Slow,48,5,15,504,Video,54,Good,Easy,7
6435,26,kinesthetic,Complete course,299,0.7,Moderate,5,6,19,495,Quiz,61,Excellent,Hard,1
6436,68,visual,Gain certification,232,0.93,Fast,21,8,5,188,Video,26,Average,Intermediate,15
6437,1,kinesthetic,Gain certification,123,0.45,Moderate,5,12,1,835,Video,26,Average,Easy,14
6438,98,kinesthetic,Gain certification,220,0.38,Slow,36,19,11,509,Quiz,75,Average,Easy,2
6439,80,auditory,Master topic,173,0.77,Fast,39,11,16,531,Video,35,Good,Hard,2
6440,86,kinesthetic,Gain certification,287,0.76,Fast,47,18,13,216,Quiz,53,Excellent,Easy,12
6441,86,kinesthetic,Complete course,150,0.54,Fast,23,2,7,703,Video,95,Poor,Easy,14
6442,97,auditory,Master topic,176,0.47,Fast,31,11,5,178,Video,96,Good,Intermediate,15
6443,54,visual,Complete course,225,0.31,Moderate,6,6,5,423,Video,33,Good,Hard,5
6444,32,kinesthetic,Complete course,291,0.58,Fast,18,19,11,971,Video,74,Excellent,Intermediate,5
6445,22,visual,Master topic,85,0.64,Fast,31,7,6,204,Quiz,17,Poor,Hard,5
6446,43,visual,Master topic,168,0.54,Slow,18,11,5,496,Text,10,Excellent,Intermediate,6
6447,1,auditory,Complete course,126,0.83,Fast,2,15,14,314,Video,94,Poor,Intermediate,8
6448,57,visual,Complete course,276,0.65,Moderate,5,10,5,165,Text,17,Excellent,Intermediate,15
6449,75,auditory,Complete course,230,0.24,Moderate,19,8,14,802,Text,88,Poor,Intermediate,12
6450,60,visual,Gain certification,234,0.48,Slow,38,2,11,515,Quiz,73,Average,Hard,5
6451,87,kinesthetic,Complete course,121,0.51,Fast,21,8,14,261,Text,13,Average,Intermediate,19
6452,10,kinesthetic,Gain certification,247,0.31,Moderate,38,1,1,86,Video,3,Excellent,Intermediate,20
6453,42,auditory,Complete course,112,0.37,Fast,18,18,16,252,Video,46,Excellent,Easy,4
6454,80,visual,Gain certification,59,0.53,Fast,31,16,15,844,Video,46,Good,Easy,1
6455,87,visual,Master topic,293,0.94,Slow,23,6,4,794,Video,78,Good,Hard,10
6456,44,visual,Gain certification,71,0.56,Fast,37,6,18,303,Text,89,Poor,Easy,8
6457,91,visual,Gain certification,205,0.39,Slow,43,3,6,136,Quiz,56,Average,Easy,10
6458,75,auditory,Complete course,73,0.59,Moderate,27,16,4,794,Quiz,83,Excellent,Hard,10
6459,11,kinesthetic,Master topic,234,0.53,Slow,34,13,12,508,Text,17,Poor,Easy,8
6460,91,visual,Complete course,285,0.68,Moderate,1,13,6,533,Text,80,Excellent,Hard,14
6461,1,visual,Master topic,239,0.59,Moderate,17,4,2,36,Text,29,Excellent,Intermediate,10
6462,25,auditory,Gain certification,153,0.26,Slow,42,7,9,37,Video,7,Excellent,Hard,15
6463,8,auditory,Gain certification,297,0.96,Fast,12,6,3,582,Text,71,Poor,Easy,16
6464,22,kinesthetic,Complete course,211,0.61,Moderate,46,7,7,326,Video,81,Average,Hard,13
6465,83,kinesthetic,Gain certification,189,0.64,Slow,20,17,5,439,Video,90,Good,Easy,17
6466,59,auditory,Gain certification,273,1.0,Slow,39,19,15,633,Video,45,Poor,Hard,16
6467,78,auditory,Master topic,266,0.37,Moderate,41,13,15,53,Text,2,Good,Hard,15
6468,63,auditory,Complete course,102,0.28,Fast,17,1,6,402,Quiz,39,Poor,Hard,16
6469,48,visual,Gain certification,81,0.56,Fast,24,6,4,854,Video,95,Average,Easy,10
6470,83,auditory,Complete course,198,0.74,Slow,41,16,1,397,Video,72,Good,Easy,9
6471,2,kinesthetic,Gain certification,171,0.58,Slow,48,6,6,862,Text,84,Poor,Hard,20
6472,4,visual,Complete course,159,0.58,Fast,34,14,9,553,Text,24,Excellent,Easy,17
6473,56,kinesthetic,Gain certification,49,0.51,Fast,34,9,6,898,Text,9,Good,Easy,19
6474,37,visual,Gain certification,164,0.22,Fast,36,10,16,404,Text,42,Good,Easy,14
6475,70,visual,Master topic,142,0.33,Moderate,24,6,16,826,Text,52,Poor,Intermediate,9
6476,9,visual,Complete course,249,0.99,Moderate,45,11,5,381,Quiz,19,Poor,Intermediate,15
6477,55,kinesthetic,Gain certification,256,0.26,Slow,11,16,17,693,Quiz,21,Average,Easy,5
6478,80,kinesthetic,Gain certification,256,0.46,Slow,37,3,16,517,Quiz,89,Average,Intermediate,20
6479,62,auditory,Complete course,161,0.83,Moderate,48,2,17,124,Quiz,81,Poor,Hard,14
6480,49,auditory,Complete course,173,0.79,Slow,21,10,5,452,Video,2,Poor,Easy,20
6481,29,visual,Gain certification,208,0.33,Fast,32,6,3,46,Text,75,Excellent,Intermediate,1
6482,35,auditory,Gain certification,147,0.83,Slow,1,19,19,875,Video,37,Average,Easy,3
6483,29,kinesthetic,Complete course,287,0.69,Moderate,35,9,18,192,Quiz,71,Good,Easy,4
6484,10,kinesthetic,Master topic,78,0.34,Moderate,8,14,11,588,Quiz,73,Excellent,Easy,18
6485,47,auditory,Gain certification,91,0.29,Fast,27,13,12,79,Quiz,48,Excellent,Easy,12
6486,35,kinesthetic,Complete course,295,0.49,Moderate,30,9,9,66,Text,92,Good,Intermediate,19
6487,21,visual,Complete course,51,0.97,Fast,13,9,6,924,Text,51,Average,Intermediate,2
6488,22,kinesthetic,Gain certification,86,0.87,Slow,46,12,9,961,Text,27,Poor,Easy,6
6489,71,visual,Gain certification,264,0.23,Slow,14,11,18,304,Video,89,Good,Hard,12
6490,86,kinesthetic,Gain certification,264,0.26,Moderate,8,10,2,337,Video,19,Good,Intermediate,12
6491,37,visual,Complete course,98,0.43,Moderate,9,17,10,32,Video,12,Average,Easy,4
6492,70,kinesthetic,Gain certification,74,0.79,Moderate,31,18,9,669,Text,11,Poor,Easy,1
6493,9,visual,Complete course,58,0.95,Slow,40,9,10,777,Quiz,25,Average,Intermediate,7
6494,70,visual,Master topic,140,0.5,Slow,23,17,19,794,Quiz,65,Poor,Easy,18
6495,65,kinesthetic,Gain certification,174,0.46,Slow,46,8,7,871,Text,60,Average,Intermediate,3
6496,44,auditory,Complete course,294,0.78,Fast,15,18,3,864,Quiz,55,Good,Hard,2
6497,65,kinesthetic,Gain certification,63,0.56,Slow,39,16,17,736,Text,3,Good,Intermediate,11
6498,7,visual,Complete course,246,0.95,Moderate,2,16,14,646,Quiz,84,Poor,Hard,12
6499,31,kinesthetic,Gain certification,180,0.76,Slow,22,7,3,514,Quiz,21,Average,Intermediate,6
6500,52,auditory,Gain certification,184,0.3,Slow,41,7,2,518,Text,80,Average,Intermediate,10
6501,38,auditory,Complete course,149,0.83,Moderate,10,4,14,967,Quiz,80,Average,Intermediate,11
6502,16,kinesthetic,Gain certification,232,0.81,Moderate,40,4,13,161,Quiz,41,Poor,Easy,3
6503,70,auditory,Complete course,208,0.84,Slow,13,5,6,487,Text,66,Poor,Hard,5
6504,59,visual,Complete course,126,0.25,Slow,32,13,18,253,Text,46,Good,Easy,17
6505,91,auditory,Gain certification,299,0.31,Slow,17,9,8,162,Quiz,81,Average,Hard,5
6506,97,visual,Gain certification,115,0.54,Slow,23,6,11,276,Video,46,Good,Easy,5
6507,91,auditory,Gain certification,35,0.8,Fast,39,13,1,462,Quiz,52,Average,Intermediate,11
6508,96,auditory,Complete course,46,0.63,Moderate,12,16,6,478,Quiz,55,Excellent,Easy,4
6509,92,visual,Gain certification,265,0.3,Fast,8,7,11,188,Quiz,64,Excellent,Hard,17
6510,12,auditory,Complete course,250,0.44,Fast,3,10,9,879,Text,46,Poor,Easy,17
6511,98,visual,Gain certification,77,0.3,Fast,9,3,14,807,Video,86,Excellent,Easy,5
6512,68,visual,Complete course,269,0.48,Fast,9,16,1,286,Video,95,Good,Intermediate,8
6513,95,kinesthetic,Complete course,178,0.25,Fast,31,10,18,965,Video,8,Excellent,Hard,3
6514,1,kinesthetic,Complete course,201,0.5,Slow,6,4,4,283,Quiz,72,Good,Easy,13
6515,75,auditory,Master topic,218,0.76,Moderate,44,8,4,428,Video,58,Good,Hard,11
6516,16,auditory,Gain certification,118,0.32,Moderate,30,9,15,829,Video,23,Average,Easy,8
6517,55,kinesthetic,Complete course,251,0.66,Fast,23,3,10,626,Quiz,56,Poor,Easy,19
6518,16,auditory,Gain certification,232,0.84,Fast,31,10,16,649,Quiz,96,Poor,Hard,12
6519,17,kinesthetic,Master topic,126,0.56,Slow,21,18,17,533,Quiz,18,Average,Intermediate,12
6520,64,visual,Gain certification,226,0.47,Moderate,28,14,17,915,Quiz,82,Poor,Intermediate,1
6521,76,kinesthetic,Complete course,109,0.77,Slow,35,8,17,948,Quiz,82,Poor,Intermediate,3
6522,99,visual,Master topic,89,0.96,Moderate,41,15,5,490,Quiz,11,Excellent,Intermediate,14
6523,92,kinesthetic,Complete course,109,0.79,Moderate,24,3,16,427,Video,40,Average,Easy,9
6524,3,auditory,Complete course,116,0.93,Slow,16,15,7,709,Text,31,Good,Easy,4
6525,80,kinesthetic,Complete course,159,0.88,Fast,35,18,11,481,Video,12,Poor,Intermediate,12
6526,24,visual,Gain certification,62,0.74,Fast,10,12,15,944,Text,2,Average,Hard,11
6527,43,visual,Master topic,139,0.53,Fast,32,8,1,756,Video,10,Excellent,Hard,7
6528,66,kinesthetic,Gain certification,92,0.6,Slow,20,4,19,376,Text,63,Poor,Easy,1
6529,9,auditory,Gain certification,252,0.45,Moderate,6,10,19,436,Text,19,Good,Intermediate,12
6530,58,kinesthetic,Gain certification,98,0.74,Moderate,16,7,11,984,Video,90,Average,Intermediate,12
6531,91,kinesthetic,Master topic,235,0.4,Moderate,28,8,17,679,Video,69,Excellent,Easy,10
6532,2,auditory,Master topic,102,0.8,Slow,7,3,10,150,Quiz,57,Average,Easy,15
6533,84,visual,Gain certification,74,0.96,Slow,6,6,12,101,Text,68,Excellent,Hard,20
6534,80,auditory,Gain certification,154,0.54,Slow,15,2,15,363,Video,34,Good,Hard,13
6535,47,visual,Master topic,211,0.81,Moderate,44,5,8,710,Video,25,Good,Hard,6
6536,28,kinesthetic,Gain certification,260,0.95,Fast,4,9,5,113,Video,94,Poor,Hard,13
6537,37,auditory,Complete course,38,0.71,Slow,23,13,14,779,Quiz,46,Poor,Hard,2
6538,49,auditory,Complete course,216,0.42,Slow,32,6,14,886,Video,86,Excellent,Intermediate,5
