learner_id,previous_performance,learning_style,learning_goal,engagement_time,completion_rate,preferred_pacing,content_interaction,prev_course
4885,24,visual,Gain certification,63,0.78,Moderate,32,20
4886,83,visual,Gain certification,102,0.47,Slow,41,12
4887,47,visual,Gain certification,120,0.76,Fast,36,19
4888,15,auditory,Gain certification,94,0.61,Slow,37,17
4889,79,auditory,Master topic,59,0.62,Slow,1,5
4890,10,kinesthetic,Complete course,232,0.26,Moderate,20,7
4891,79,kinesthetic,Master topic,274,0.41,Slow,24,1
4892,42,auditory,Complete course,277,0.68,Slow,11,12
4893,8,kinesthetic,Complete course,285,0.44,Fast,27,3
4894,56,visual,Gain certification,63,0.35,Slow,18,12
4895,70,kinesthetic,Master topic,234,0.72,Moderate,13,6
4896,11,kinesthetic,Complete course,285,0.93,Moderate,18,14
4897,16,auditory,Master topic,157,0.56,Slow,27,10
4898,57,auditory,Complete course,148,0.86,Slow,43,2
4899,84,auditory,Complete course,214,0.91,Fast,49,10
4900,10,kinesthetic,Master topic,167,0.74,Moderate,41,1
4901,99,visual,Complete course,217,0.34,Fast,7,14
4902,42,kinesthetic,Gain certification,204,0.85,Slow,16,7
4903,40,visual,Gain certification,52,0.92,Moderate,21,19
4904,83,auditory,Gain certification,43,0.27,Moderate,17,17
4905,57,visual,Master topic,222,0.74,Slow,45,19
4906,54,kinesthetic,Master topic,82,0.57,Moderate,39,3
4907,83,visual,Gain certification,203,0.85,Fast,48,2
4908,11,visual,Gain certification,170,0.47,Fast,27,11
4909,62,auditory,Master topic,206,0.42,Slow,33,15
4910,93,auditory,Complete course,179,0.43,Moderate,43,11
4911,63,kinesthetic,Master topic,99,0.92,Fast,41,20
4912,40,kinesthetic,Complete course,280,0.34,Fast,25,16
4913,57,kinesthetic,Complete course,166,0.37,Slow,39,10
4914,3,auditory,Master topic,152,0.78,Slow,41,20
4915,68,kinesthetic,Complete course,30,0.44,Slow,48,9
4916,84,visual,Complete course,236,0.59,Slow,29,10
4917,31,auditory,Complete course,201,0.26,Fast,31,15
4918,73,kinesthetic,Complete course,90,0.76,Fast,1,1
4919,19,auditory,Complete course,242,0.44,Fast,20,12
4920,13,auditory,Gain certification,68,0.62,Slow,9,14
4921,95,visual,Gain certification,164,0.53,Slow,11,10
4922,51,visual,Master topic,240,0.87,Moderate,43,2
4923,11,kinesthetic,Complete course,87,0.58,Fast,8,16
4924,53,auditory,Master topic,74,0.42,Moderate,7,15
4925,10,visual,Gain certification,260,0.29,Fast,36,12
4926,94,visual,Gain certification,261,0.51,Moderate,2,9
4927,57,visual,Complete course,257,0.96,Fast,17,3
4928,40,visual,Master topic,77,0.88,Fast,14,7
4929,7,kinesthetic,Complete course,137,0.68,Moderate,8,17
4930,17,kinesthetic,Master topic,246,0.2,Slow,35,19
4931,91,visual,Complete course,56,0.74,Moderate,34,7
4932,4,kinesthetic,Master topic,212,0.27,Slow,1,16
4933,92,kinesthetic,Gain certification,220,0.86,Slow,3,17
4934,68,visual,Master topic,285,0.57,Moderate,44,7
4935,5,kinesthetic,Complete course,152,0.46,Slow,17,8
4936,48,kinesthetic,Complete course,180,0.89,Moderate,16,3
4937,57,auditory,Gain certification,95,0.84,Moderate,10,2
4938,69,visual,Complete course,288,0.48,Slow,23,16
4939,82,kinesthetic,Complete course,281,0.23,Fast,36,10
4940,93,visual,Complete course,247,0.22,Moderate,48,8
4941,83,auditory,Complete course,55,0.37,Moderate,3,16
4942,12,visual,Gain certification,213,1.0,Moderate,21,16
4943,55,auditory,Gain certification,196,0.77,Moderate,27,19
4944,88,visual,Gain certification,166,0.89,Moderate,48,10
4945,16,visual,Complete course,78,0.88,Fast,21,1
4946,64,auditory,Gain certification,152,0.22,Fast,30,3
4947,24,kinesthetic,Complete course,269,0.83,Fast,35,19
4948,66,visual,Master topic,122,0.78,Fast,39,13
4949,55,auditory,Complete course,106,0.63,Fast,47,8
4950,36,auditory,Complete course,165,0.64,Slow,11,5
4951,78,kinesthetic,Gain certification,234,0.87,Moderate,39,14
4952,27,kinesthetic,Complete course,115,0.62,Slow,32,9
4953,18,visual,Gain certification,60,0.34,Fast,5,20
4954,27,kinesthetic,Gain certification,88,0.39,Slow,41,14
4955,35,visual,Master topic,130,0.47,Fast,47,16
4956,18,visual,Complete course,205,0.62,Slow,16,13
4957,71,visual,Gain certification,100,0.74,Slow,29,4
4958,3,kinesthetic,Master topic,219,0.8,Moderate,13,8
4959,39,auditory,Complete course,150,0.31,Moderate,33,4
4960,39,visual,Master topic,296,0.58,Moderate,34,20
4961,79,auditory,Gain certification,155,0.27,Fast,35,4
4962,36,auditory,Master topic,83,0.45,Slow,37,13
4963,68,auditory,Gain certification,141,0.52,Slow,20,13
4964,38,auditory,Gain certification,297,0.71,Fast,21,4
4965,26,kinesthetic,Complete course,162,0.56,Moderate,5,1
4966,85,auditory,Gain certification,283,0.5,Fast,29,2
4967,78,auditory,Master topic,35,0.98,Fast,1,1
4968,61,kinesthetic,Gain certification,86,0.46,Moderate,16,19
4969,6,auditory,Master topic,262,0.84,Moderate,39,4
4970,32,kinesthetic,Complete course,145,0.36,Moderate,3,10
4971,36,auditory,Gain certification,262,0.82,Fast,42,6
4972,97,visual,Complete course,246,0.99,Fast,44,17
4973,55,auditory,Complete course,291,0.8,Fast,32,13
4974,94,kinesthetic,Gain certification,207,0.35,Fast,32,11
4975,16,kinesthetic,Complete course,209,0.45,Slow,15,3
4976,55,visual,Complete course,93,0.79,Slow,40,13
4977,88,auditory,Complete course,187,0.31,Fast,46,7
4978,9,visual,Master topic,116,0.25,Fast,23,19
4979,56,visual,Gain certification,284,0.77,Slow,22,3
4980,54,kinesthetic,Gain certification,81,0.82,Moderate,45,8
4981,20,visual,Master topic,271,0.72,Moderate,24,14
4982,3,auditory,Master topic,266,0.79,Fast,9,7
4983,70,kinesthetic,Gain certification,102,0.61,Fast,38,14
4984,79,auditory,Complete course,135,0.25,Slow,6,2
4985,77,visual,Complete course,93,0.4,Moderate,32,5
4986,73,kinesthetic,Complete course,125,0.32,Slow,48,8
4987,36,kinesthetic,Gain certification,180,0.63,Moderate,2,6
4988,23,visual,Gain certification,65,0.56,Slow,27,18
4989,25,auditory,Gain certification,55,0.81,Moderate,28,10
4990,68,visual,Master topic,200,0.97,Fast,4,7
4991,50,auditory,Master topic,48,0.69,Fast,20,11
4992,86,kinesthetic,Complete course,60,0.95,Fast,4,3
4993,16,kinesthetic,Gain certification,239,0.34,Moderate,25,1
4994,4,visual,Gain certification,60,0.24,Slow,3,6
4995,54,auditory,Complete course,133,0.68,Slow,16,6
4996,89,auditory,Gain certification,124,0.21,Moderate,41,1
4997,80,auditory,Gain certification,94,0.29,Moderate,11,10
4998,43,visual,Complete course,199,0.48,Moderate,14,11
4999,30,visual,Complete course,86,0.22,Moderate,20,10
5000,47,auditory,Gain certification,272,0.69,Fast,34,19
5001,9,kinesthetic,Gain certification,82,0.87,Fast,25,5
5002,76,kinesthetic,Complete course,191,0.64,Fast,41,16
5003,74,visual,Complete course,197,0.73,Slow,20,6
5004,37,kinesthetic,Master topic,183,0.95,Fast,9,3
5005,46,auditory,Master topic,196,0.44,Slow,18,19
5006,53,auditory,Gain certification,262,0.52,Slow,36,2
5007,74,kinesthetic,Gain certification,240,0.24,Fast,29,8
5008,25,auditory,Master topic,109,0.58,Slow,4,13
5009,80,auditory,Complete course,48,0.97,Moderate,31,16
5010,26,visual,Complete course,165,0.65,Fast,36,17
5011,97,auditory,Master topic,168,0.59,Slow,26,19
5012,99,visual,Gain certification,220,0.53,Moderate,7,13
5013,97,kinesthetic,Master topic,239,0.21,Fast,10,2
5014,22,kinesthetic,Master topic,102,0.95,Fast,45,18
5015,20,auditory,Complete course,49,0.75,Slow,48,12
5016,20,auditory,Gain certification,92,0.72,Fast,12,16
5017,59,kinesthetic,Gain certification,128,0.59,Slow,16,5
5018,28,visual,Gain certification,165,0.25,Moderate,45,1
5019,66,auditory,Gain certification,246,0.49,Moderate,22,5
5020,74,kinesthetic,Gain certification,125,0.87,Slow,34,7
5021,98,auditory,Gain certification,249,0.42,Slow,29,2
5022,68,auditory,Gain certification,166,0.29,Fast,16,8
5023,4,visual,Complete course,285,0.22,Slow,36,8
5024,55,kinesthetic,Master topic,254,0.21,Fast,40,5
5025,23,kinesthetic,Gain certification,94,0.63,Fast,8,10
5026,58,kinesthetic,Gain certification,157,0.26,Fast,38,19
5027,69,visual,Master topic,239,0.56,Fast,23,11
5028,11,auditory,Master topic,146,0.5,Fast,13,19
5029,54,kinesthetic,Complete course,217,0.65,Slow,7,7
5030,49,visual,Complete course,214,0.94,Slow,17,14
5031,94,kinesthetic,Master topic,238,0.8,Moderate,7,16
5032,21,auditory,Gain certification,296,0.53,Moderate,47,11
5033,71,auditory,Master topic,32,0.36,Fast,17,1
5034,94,visual,Gain certification,296,0.22,Fast,43,16
5035,72,kinesthetic,Gain certification,100,0.51,Slow,12,20
5036,18,visual,Complete course,271,0.51,Fast,15,9
5037,84,kinesthetic,Gain certification,111,0.7,Slow,20,19
5038,84,visual,Complete course,145,0.36,Fast,47,13
5039,55,auditory,Master topic,55,0.73,Moderate,28,8
5040,25,kinesthetic,Complete course,167,0.88,Fast,34,12
5041,62,auditory,Complete course,91,0.68,Fast,15,11
5042,5,kinesthetic,Master topic,101,0.56,Moderate,26,7
5043,58,kinesthetic,Complete course,229,0.94,Moderate,47,11
5044,47,auditory,Gain certification,41,0.21,Slow,47,11
5045,84,auditory,Complete course,277,0.24,Moderate,27,14
5046,87,auditory,Master topic,276,0.49,Moderate,34,9
5047,30,kinesthetic,Complete course,253,0.93,Fast,37,8
5048,59,auditory,Master topic,299,0.97,Moderate,2,12
5049,78,kinesthetic,Complete course,291,0.45,Moderate,13,7
5050,61,visual,Master topic,255,0.37,Moderate,13,5
5051,80,auditory,Complete course,235,0.92,Moderate,32,19
5052,49,kinesthetic,Complete course,185,0.95,Fast,22,7
5053,19,visual,Master topic,174,0.67,Slow,11,3
5054,66,visual,Gain certification,36,0.86,Slow,29,9
5055,42,auditory,Master topic,46,0.23,Moderate,28,15
5056,59,visual,Complete course,264,0.23,Fast,40,6
5057,34,auditory,Complete course,40,0.82,Slow,29,5
5058,61,visual,Master topic,115,0.47,Moderate,21,4
5059,87,visual,Master topic,157,0.44,Fast,7,11
5060,10,visual,Complete course,164,0.58,Moderate,17,17
5061,24,auditory,Complete course,58,0.28,Slow,31,12
5062,42,kinesthetic,Master topic,49,0.89,Fast,43,19
5063,72,kinesthetic,Master topic,262,0.76,Fast,6,20
5064,96,kinesthetic,Gain certification,129,0.78,Slow,34,18
5065,59,visual,Master topic,45,0.25,Slow,4,1
5066,87,auditory,Complete course,148,0.7,Fast,46,7
5067,57,kinesthetic,Master topic,175,0.32,Fast,24,5
5068,35,auditory,Complete course,133,0.86,Fast,4,7
5069,98,kinesthetic,Complete course,60,0.85,Fast,20,3
5070,53,kinesthetic,Master topic,106,0.53,Moderate,31,8
5071,12,kinesthetic,Gain certification,208,0.94,Fast,20,10
5072,55,visual,Master topic,203,0.35,Fast,22,20
5073,65,visual,Gain certification,114,0.62,Moderate,7,3
5074,73,auditory,Gain certification,238,0.88,Moderate,4,4
5075,27,visual,Gain certification,210,0.5,Fast,20,8
5076,20,visual,Complete course,55,0.55,Slow,18,3
5077,11,auditory,Complete course,189,0.8,Moderate,10,7
5078,24,visual,Master topic,110,0.26,Slow,10,16
5079,4,auditory,Gain certification,267,0.21,Slow,47,14
5080,81,kinesthetic,Gain certification,259,0.72,Slow,24,13
5081,5,visual,Gain certification,242,0.53,Moderate,31,6
5082,43,auditory,Master topic,33,0.28,Moderate,44,9
5083,73,kinesthetic,Complete course,225,0.78,Moderate,47,5
5084,92,kinesthetic,Master topic,224,0.58,Slow,20,18
5085,28,kinesthetic,Gain certification,151,0.57,Slow,34,2
5086,20,auditory,Gain certification,80,0.23,Slow,24,16
5087,12,kinesthetic,Gain certification,37,0.4,Slow,2,1
5088,31,visual,Complete course,155,0.95,Slow,15,5
5089,32,kinesthetic,Complete course,83,0.56,Moderate,40,10
5090,22,kinesthetic,Complete course,119,0.38,Fast,4,20
5091,12,auditory,Complete course,197,0.71,Fast,45,10
5092,80,visual,Master topic,134,0.74,Fast,40,20
5093,36,auditory,Gain certification,273,0.84,Moderate,8,3
5094,56,kinesthetic,Complete course,287,0.54,Slow,46,5
5095,23,visual,Master topic,142,0.76,Slow,4,1
5096,18,visual,Complete course,130,0.84,Fast,31,20
5097,98,visual,Complete course,209,0.3,Moderate,12,4
5098,35,visual,Complete course,73,0.57,Slow,38,7
5099,15,visual,Complete course,92,0.71,Slow,10,3
5100,56,auditory,Gain certification,119,0.42,Fast,39,18
5101,44,auditory,Complete course,249,0.7,Slow,10,19
5102,46,kinesthetic,Master topic,257,0.75,Slow,28,15
5103,1,auditory,Complete course,177,0.49,Moderate,40,8
5104,54,auditory,Complete course,268,0.68,Moderate,34,9
5105,66,kinesthetic,Complete course,294,0.37,Slow,4,14
5106,2,kinesthetic,Gain certification,49,0.78,Slow,6,8
5107,8,visual,Master topic,84,0.95,Slow,17,7
5108,82,kinesthetic,Gain certification,65,0.93,Slow,49,20
5109,84,visual,Gain certification,223,0.96,Fast,10,9
5110,12,auditory,Master topic,295,0.4,Fast,11,6
5111,54,visual,Complete course,210,0.39,Fast,20,12
5112,71,auditory,Complete course,243,0.82,Moderate,4,17
5113,78,auditory,Master topic,259,0.21,Moderate,2,3
5114,0,auditory,Master topic,103,0.83,Fast,17,7
5115,69,auditory,Complete course,49,0.67,Moderate,25,12
5116,83,auditory,Master topic,118,0.88,Fast,48,12
5117,35,auditory,Complete course,244,0.84,Fast,22,6
5118,94,visual,Complete course,230,1.0,Moderate,13,13
5119,77,visual,Complete course,56,0.41,Slow,48,17
5120,50,kinesthetic,Complete course,227,0.48,Slow,9,14
5121,70,visual,Gain certification,157,0.41,Fast,42,3
5122,32,visual,Master topic,207,0.7,Moderate,4,5
5123,43,auditory,Gain certification,94,0.65,Slow,15,4
5124,44,auditory,Gain certification,160,0.41,Fast,49,11
5125,32,kinesthetic,Gain certification,176,0.31,Moderate,16,9
5126,13,kinesthetic,Gain certification,64,0.37,Fast,23,20
5127,23,kinesthetic,Gain certification,282,0.59,Fast,20,6
5128,28,visual,Complete course,152,0.39,Moderate,34,5
5129,89,auditory,Master topic,195,0.45,Slow,24,17
5130,53,visual,Complete course,71,0.59,Fast,46,14
5131,74,auditory,Master topic,283,0.26,Moderate,13,18
5132,14,visual,Complete course,195,0.42,Fast,6,2
5133,22,auditory,Gain certification,205,0.63,Slow,1,14
5134,20,visual,Complete course,89,0.91,Fast,4,2
5135,11,visual,Gain certification,154,0.57,Fast,42,9
5136,86,visual,Complete course,122,0.92,Moderate,2,2
5137,97,auditory,Master topic,177,0.81,Moderate,37,5
5138,45,visual,Complete course,109,0.57,Fast,1,11
5139,91,visual,Complete course,242,0.91,Slow,9,16
5140,70,visual,Gain certification,103,0.21,Slow,47,8
5141,58,visual,Complete course,254,0.98,Slow,22,11
5142,10,visual,Gain certification,143,0.25,Slow,45,19
5143,94,auditory,Complete course,287,0.77,Slow,42,8
5144,94,kinesthetic,Gain certification,219,0.63,Fast,17,17
5145,54,visual,Master topic,296,0.2,Moderate,9,9
5146,56,kinesthetic,Complete course,42,0.31,Fast,17,14
5147,17,kinesthetic,Master topic,216,0.46,Fast,14,1
5148,97,kinesthetic,Master topic,84,0.87,Slow,18,13
5149,96,kinesthetic,Gain certification,210,0.32,Moderate,12,7
5150,12,kinesthetic,Master topic,223,0.27,Moderate,4,12
5151,92,visual,Master topic,238,0.29,Fast,26,14
5152,84,auditory,Gain certification,138,0.64,Moderate,20,1
5153,37,auditory,Complete course,248,0.88,Moderate,28,6
5154,74,kinesthetic,Complete course,143,0.36,Slow,8,5
5155,27,kinesthetic,Master topic,80,0.22,Fast,37,16
5156,53,auditory,Gain certification,137,0.26,Slow,19,20
5157,65,auditory,Gain certification,151,0.83,Fast,17,7
5158,87,auditory,Master topic,106,0.99,Slow,8,10
5159,9,auditory,Master topic,150,0.77,Slow,30,5
5160,71,auditory,Complete course,38,0.26,Moderate,40,9
5161,75,visual,Gain certification,61,0.76,Moderate,45,20
5162,4,auditory,Complete course,279,0.28,Slow,43,12
5163,16,auditory,Master topic,68,0.61,Slow,9,19
5164,32,auditory,Gain certification,96,0.96,Moderate,25,9
5165,4,visual,Complete course,220,0.72,Slow,48,11
5166,15,kinesthetic,Gain certification,170,0.67,Fast,18,9
5167,35,auditory,Gain certification,94,0.35,Fast,47,4
5168,93,visual,Complete course,178,0.77,Fast,40,9
5169,31,visual,Gain certification,215,0.84,Moderate,12,13
5170,59,auditory,Master topic,148,0.23,Moderate,1,7
5171,90,kinesthetic,Complete course,273,0.49,Moderate,16,6
5172,31,visual,Master topic,168,0.56,Slow,32,19
5173,36,visual,Master topic,47,0.93,Fast,49,1
5174,12,kinesthetic,Master topic,235,0.88,Moderate,36,12
5175,89,visual,Master topic,177,0.83,Fast,16,3
5176,44,auditory,Complete course,255,0.46,Moderate,12,19
5177,32,kinesthetic,Master topic,48,0.48,Moderate,28,4
5178,3,auditory,Complete course,180,0.4,Slow,3,9
5179,72,auditory,Gain certification,265,0.35,Fast,29,2
5180,18,auditory,Master topic,250,0.38,Moderate,30,14
5181,15,visual,Gain certification,123,0.57,Moderate,1,14
5182,49,visual,Master topic,170,0.71,Slow,34,7
5183,81,auditory,Gain certification,205,0.86,Moderate,13,1
5184,92,auditory,Gain certification,161,0.46,Fast,4,16
5185,2,auditory,Gain certification,101,0.54,Moderate,30,16
5186,18,auditory,Complete course,293,0.36,Fast,5,16
5187,0,visual,Master topic,142,0.54,Slow,30,7
5188,99,visual,Complete course,51,0.47,Slow,40,1
5189,14,visual,Master topic,31,0.52,Slow,18,14
5190,50,auditory,Gain certification,159,0.89,Slow,17,8
5191,45,visual,Complete course,135,0.32,Slow,26,20
5192,36,visual,Complete course,132,0.74,Moderate,14,17
5193,23,visual,Gain certification,162,0.79,Fast,33,10
5194,31,kinesthetic,Gain certification,122,0.76,Moderate,17,16
5195,1,kinesthetic,Gain certification,132,0.84,Slow,24,2
5196,34,visual,Complete course,124,0.66,Slow,27,1
5197,24,kinesthetic,Complete course,247,0.38,Slow,28,2
5198,17,visual,Master topic,100,0.3,Slow,9,2
5199,59,kinesthetic,Gain certification,63,0.39,Moderate,15,1
5200,64,kinesthetic,Gain certification,217,0.35,Fast,20,2
5201,75,visual,Master topic,234,0.47,Moderate,19,2
5202,93,kinesthetic,Complete course,218,0.37,Fast,21,1
5203,95,visual,Master topic,238,0.49,Fast,31,8
5204,26,visual,Complete course,144,0.57,Moderate,43,19
5205,3,kinesthetic,Gain certification,255,0.5,Moderate,33,12
5206,91,visual,Complete course,56,0.56,Fast,17,20
5207,63,kinesthetic,Master topic,52,0.71,Fast,8,11
5208,93,kinesthetic,Complete course,200,0.65,Fast,4,1
5209,5,visual,Master topic,202,0.31,Slow,15,10
5210,82,auditory,Gain certification,209,0.57,Fast,33,12
5211,17,auditory,Master topic,262,0.93,Moderate,35,11
5212,11,kinesthetic,Master topic,118,0.66,Slow,22,3
5213,73,kinesthetic,Master topic,33,0.97,Moderate,23,12
5214,68,kinesthetic,Master topic,262,0.21,Moderate,17,17
5215,82,kinesthetic,Complete course,205,0.27,Moderate,16,7
5216,92,auditory,Complete course,162,0.66,Fast,42,10
5217,56,visual,Master topic,121,0.51,Moderate,2,11
5218,63,visual,Master topic,128,0.78,Slow,36,3
5219,59,kinesthetic,Complete course,251,0.94,Moderate,22,20
5220,68,auditory,Gain certification,85,0.99,Fast,14,19
5221,32,auditory,Gain certification,69,0.9,Slow,28,17
5222,99,auditory,Gain certification,58,0.47,Moderate,22,13
5223,72,visual,Complete course,168,0.56,Fast,12,12
5224,83,auditory,Gain certification,176,0.56,Moderate,7,5
5225,39,visual,Master topic,250,0.24,Fast,46,13
5226,91,visual,Master topic,180,0.28,Moderate,15,11
5227,61,kinesthetic,Complete course,277,0.71,Moderate,14,4
5228,8,visual,Gain certification,176,0.95,Moderate,16,6
5229,58,auditory,Master topic,57,0.27,Slow,3,13
5230,62,auditory,Master topic,156,0.53,Moderate,31,2
5231,75,auditory,Complete course,190,0.87,Slow,33,2
5232,77,auditory,Complete course,92,0.34,Slow,14,12
5233,32,kinesthetic,Gain certification,173,0.79,Slow,34,4
5234,20,auditory,Complete course,132,0.31,Fast,10,14
5235,6,kinesthetic,Complete course,67,0.28,Slow,15,12
5236,31,kinesthetic,Complete course,244,0.54,Slow,35,3
5237,77,visual,Complete course,34,0.22,Moderate,48,20
5238,26,kinesthetic,Gain certification,179,0.33,Slow,32,16
5239,46,auditory,Gain certification,222,0.38,Fast,5,6
5240,15,auditory,Complete course,126,0.38,Fast,15,9
5241,60,auditory,Master topic,279,0.59,Slow,25,8
5242,91,visual,Complete course,130,0.25,Moderate,24,16
5243,25,auditory,Complete course,122,0.74,Slow,41,12
5244,92,visual,Master topic,48,0.47,Moderate,7,17
5245,80,visual,Complete course,246,0.84,Slow,22,8
5246,30,kinesthetic,Master topic,297,0.31,Moderate,6,3
5247,22,kinesthetic,Master topic,202,0.82,Moderate,42,20
5248,58,auditory,Complete course,234,0.92,Moderate,38,17
5249,90,visual,Complete course,115,0.47,Moderate,9,3
